session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,event_name,ai_enabled,panel_visible,panel_source,panel_edit_mode,context_content,draft_source_type,draft_source_id,draft_source_label
1,1/3 sam/session-study-team-03-timeline.json,study-team-03,session-1773912267195-y6grf9u3,study-user-03-01,AI_ON,AB,2026-03-19T09:37:18.203Z,team_ai_toggle_changed,True,,,,,,,
1,1/3 sam/session-study-team-03-timeline.json,study-team-03,session-1773912267195-y6grf9u3,study-user-03-01,AI_ON,AB,2026-03-19T09:37:29.226Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
1,1/3 sam/session-study-team-03-timeline.json,study-team-03,session-1773912267195-y6grf9u3,study-user-03-01,AI_ON,AB,2026-03-19T09:37:29.226Z,task_context_panel_toggled,,False,popover-close,,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:32:00.999Z,team_ai_toggle_changed,True,,,,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:36:53.620Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:37:43.199Z,task_context_saved,,,,,we are planning a weekend trip. it's got 2 people. it should be of middling budget - maybe $200 for the whole trip.,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:37:43.199Z,task_context_panel_toggled,,False,popover-close,,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:37:53.970Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:37:59.951Z,task_context_saved,,,,,we are planning a weekend trip from Singapore. it's got 2 people. it should be of middling budget - maybe $200 for the whole trip.,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:37:59.951Z,task_context_panel_toggled,,False,popover-close,,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:41:15.179Z,draft_context_promoted,,,,,,insight,7375bd45-2adf-425c-b815-acf90e68ce2c,"*1. Johor Bahru, Malaysia**"
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:47:14.589Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:47:24.189Z,task_context_panel_toggled,,False,popover-close,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T09:53:55.111Z,team_ai_toggle_changed,False,,,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:05.657Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:33.518Z,task_context_panel_toggled,,False,popover-close,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:06:44.002Z,draft_context_promoted,,,,,,message,4e3e1871-438b-4084-be66-05aa34ec24fc,AI Reply
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:35:58.643Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:36:20.999Z,task_context_saved,,,,,i need to write a report on environmental change,,,
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:36:20.999Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:35:54.571Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:36:52.982Z,task_context_saved,,,,,"i need to work on a school project. i have to decide on a theme (technology, environmental change, or cultural identity), design a research study, and draft the introduction of the study.",,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:36:53.282Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:14:08.685Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:18.549Z,task_context_saved,,,,,we are finding a flat to share. monthly budget is $4000 and we need to move in within 6 weeks. we need to find our top 2 areas to live in singapore and three non negotiable criteria in finding a flat,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:18.549Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:46.411Z,draft_context_promoted,,,,,,message,97de7756-c184-45e6-85ea-9994a9a1becb,Study Participant 02
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:57.472Z,draft_context_promoted,,,,,,message,fcfba9d4-24bd-44e4-b333-1e24cc50bb90,Study Participant 02
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:22:44.560Z,draft_context_promoted,,,,,,message,5aaad7b6-ef7b-4132-a549-6b5553f9d99c,AI Reply
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:23:06.283Z,draft_context_promoted,,,,,,message,54f5c616-3861-40fc-b64d-c1b268b8f598,AI Reply
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:34:45.210Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:34:45.210Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:03.390Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:12.499Z,task_context_saved,,,,,3 friends want to plan a trip. Help.,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:12.499Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:36:50.900Z,draft_context_promoted,,,,,,message,4e8ce333-ae28-49a6-a3fc-9af73c95bb6a,AI Reply
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:39:58.924Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:40:04.703Z,task_context_saved,,,,,3 friends want to plan a 2-day weekend trip. Help.,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:40:04.703Z,task_context_panel_toggled,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:43:40.600Z,draft_context_promoted,,,,,,message,fc782e08-93de-400f-b20e-122af9c309f4,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:50:22.051Z,draft_context_promoted,,,,,,message,d8f645c4-a83f-4462-afe7-4d5c1f30fb80,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:50:43.228Z,draft_context_promoted,,,,,,message,d8f645c4-a83f-4462-afe7-4d5c1f30fb80,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:51:00.789Z,draft_context_promoted,,,,,,message,8fba8561-0953-49f3-a64d-2bfaac6252e5,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:53:48.383Z,draft_context_promoted,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:53:53.689Z,draft_context_promoted,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:54:01.376Z,draft_context_promoted,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:54:16.559Z,draft_context_promoted,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:15.941Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:31.782Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:36.807Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:30.888Z,draft_context_promoted,,,,,,message,6967bb3d-16d3-43db-a5e6-948595a0bda3,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:37.653Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:43.361Z,draft_context_promoted,,,,,,message,6967bb3d-16d3-43db-a5e6-948595a0bda3,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:43.361Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:04.613Z,draft_context_promoted,,,,,,message,7374b0d0-8e59-45d9-b59f-fe10ee7741e6,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:14.582Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:36.723Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:00:04.104Z,draft_context_promoted,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:01:50.564Z,team_ai_toggle_changed,False,,,,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:01:55.347Z,team_ai_toggle_changed,True,,,,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:02:28.443Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:26.225Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:40.729Z,task_context_saved,,,,,"I am doing a school project researching on cinema in 2020s
",,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:40.758Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:48:22.273Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:48:22.273Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:01.860Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:23.960Z,task_context_saved,,,,,Make a short-film for a school project.,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:28.673Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:55:11.933Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:55:25.008Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:19.911Z,team_ai_toggle_changed,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:19.911Z,team_ai_toggle_changed,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:24.677Z,team_ai_toggle_changed,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:34.097Z,team_ai_toggle_changed,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-02,AI_ON,AB,2026-03-26T08:07:42.105Z,team_ai_toggle_changed,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-02,AI_ON,AB,2026-03-26T08:07:42.105Z,team_ai_toggle_changed,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:50.693Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:59.914Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:11.359Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:22.209Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:26.618Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:46.038Z,task_context_saved,,,,,We are creating a short-film creation project for University level course.,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:53.989Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:10:24.006Z,draft_context_promoted,,,,,,insight,fddc0da8-11a9-43d4-aa06-d645335bd1e7,Context and Objective
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:12:17.056Z,draft_context_promoted,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:13:15.404Z,draft_context_promoted,,,,,,message,371beb08-a383-4b06-952b-c91e612a053b,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:14:31.782Z,draft_context_promoted,,,,,,message,684de9d5-8b1e-4713-abde-d9d2949c8091,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:15:03.217Z,draft_context_promoted,,,,,,message,219dd654-da98-458d-95f5-32229233af7f,Study Participant 02
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:18:54.621Z,draft_context_promoted,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:19:02.509Z,draft_context_promoted,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:20:26.894Z,draft_context_promoted,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:05.138Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:29.604Z,task_context_saved,,,,,Graduation Trip,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:29.604Z,task_context_panel_toggled,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,,False,popover-close,,,,,
