session_num,file_key,team_id,session_id,participant_id,condition,run_order,click_timestamp,event_name,message_id,insight_id,insight_type,insight_title,insight_generated_at,insight_age_seconds,status_at_click,insight_final_status,data_complete
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:39:42.464Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,65,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:39:42.464Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,65,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:39:42.464Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,65,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:39:42.464Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,65,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:39:42.464Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,65,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:43:54.506Z,focus_insight_from_marker,83f0eb6d-af60-4882-9fda-ac05458ca1bf,67422290-e389-4ea9-a3e0-fa61646ff0a6,document,Context and Objective,2026-03-19T09:40:10.934Z,224,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:43:54.506Z,focus_insight_from_marker,c65c69a5-d625-405d-bd77-beb20663c2ed,30608ec9-1c74-41c4-8690-0a0b15b08a86,document,Context and Objective,2026-03-19T09:39:18.547Z,276,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:43:54.506Z,focus_insight_from_marker,ad4b43a6-56a3-401a-81f8-c0230fc26ff3,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,317,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:43:54.506Z,focus_insight_from_marker,c65c69a5-d625-405d-bd77-beb20663c2ed,30608ec9-1c74-41c4-8690-0a0b15b08a86,document,Context and Objective,2026-03-19T09:39:18.547Z,276,new,dismissed,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:52:47.668Z,focus_insight_from_marker,b9e69365-0c26-4ddc-95e8-f45621781702,08fd5ea5-9bfa-4b76-a239-887ce0cf310f,document,Here’s a detailed comparison of bus operators and train services for your trip f,2026-03-19T09:52:43.461Z,4,new,accepted,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:52:53.973Z,focus_insight_from_marker,b9e69365-0c26-4ddc-95e8-f45621781702,08fd5ea5-9bfa-4b76-a239-887ce0cf310f,document,Here’s a detailed comparison of bus operators and train services for your trip f,2026-03-19T09:52:43.461Z,11,new,accepted,False
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:57:27.079Z,focus_insight_from_marker,b9e69365-0c26-4ddc-95e8-f45621781702,08fd5ea5-9bfa-4b76-a239-887ce0cf310f,document,Here’s a detailed comparison of bus operators and train services for your trip f,2026-03-19T09:52:43.461Z,284,new,accepted,False
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:07:41.101Z,focus_insight_from_agent_message,0222b9b9-e1d7-4e28-8815-36868fa713fe,ad3f5bca-212c-41f8-9ac5-dc49272bb88e,summary,Key Discussion Points,2026-03-25T08:07:02.630Z,38,new,new,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:26:05.821Z,focus_insight_from_marker,a66d79bd-c55a-4a09-a601-31d57cc01dbe,15828b73-4646-4ac1-bace-e6c5e0767da4,document,Research Analysis Report: Independent Samples t-Test,2026-03-25T07:25:29.045Z,37,new,new,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:26:05.821Z,focus_insight_from_marker,a66d79bd-c55a-4a09-a601-31d57cc01dbe,15828b73-4646-4ac1-bace-e6c5e0767da4,document,Research Analysis Report: Independent Samples t-Test,2026-03-25T07:25:29.045Z,37,new,new,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:26:40.447Z,focus_insight_from_marker,546cde8b-204c-4645-b45d-b13f444219ec,542cc6b6-3272-456a-944a-c8bbaca140ad,action,Research how to run an independent samples t-test and provide a step-by-step gui,2026-03-25T07:26:19.516Z,21,new,new,False
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T08:08:50.851Z,focus_insight_from_marker,6159c65b-90c8-448c-a860-a8fc336a9c9e,31f5a2b9-0420-4b87-b3e6-0a1c5ea37734,document,Research Analysis Report: Cultural Issues in Singapore Related to Identity,2026-03-25T07:37:12.829Z,1898,new,new,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T07:34:04.117Z,focus_insight_from_agent_message,f5695286-5b09-4350-b860-9dbfedefb640,09120593-e06d-489c-8ce9-e04ca4c1ae63,,,,,new,,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:05:22.856Z,focus_insight_from_marker,62abee3a-92e5-493e-bc53-5a44c76dcc3d,81fa1e3e-ae49-499b-bc9e-4fe9abfe4245,document,Context and Objective,2026-03-25T08:05:15.592Z,7,new,new,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:10:24.529Z,focus_insight_from_marker,62abee3a-92e5-493e-bc53-5a44c76dcc3d,81fa1e3e-ae49-499b-bc9e-4fe9abfe4245,document,Context and Objective,2026-03-25T08:05:15.592Z,309,new,new,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:10:24.529Z,focus_insight_from_marker,576f8167-ec9b-425b-b128-13073bf6224f,8f54ec71-9347-4673-9162-2724af54d829,document,Context and Objective,2026-03-25T08:08:18.193Z,126,new,new,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:10:33.354Z,focus_insight_from_marker,62abee3a-92e5-493e-bc53-5a44c76dcc3d,81fa1e3e-ae49-499b-bc9e-4fe9abfe4245,document,Context and Objective,2026-03-25T08:05:15.592Z,318,new,new,False
2,2/3 roys/session-study-team-03-timeline.json,study-team-03,session-1774423176213-g9a2idqc,study-user-03,AI_ON,AB,2026-03-25T08:11:00.075Z,focus_insight_from_marker,576f8167-ec9b-425b-b128-13073bf6224f,8f54ec71-9347-4673-9162-2724af54d829,document,Context and Objective,2026-03-25T08:08:18.193Z,162,new,new,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:20:34.163Z,focus_insight_from_marker,5baf59e3-2d0f-469e-be25-8fd41d045477,c8105164-7d9c-421d-954c-325d52736c22,document,Context and Objective,2026-03-25T08:20:28.600Z,6,new,new,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:20:57.251Z,focus_insight_from_marker,5f90852c-9fef-44ec-b959-ea42648b7974,53da09bc-dfae-498b-83d8-3667dd317687,action,Explore rental listings in Bugis to find options within the $4000 budget,2026-03-25T08:20:55.536Z,2,new,new,False
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:22:35.994Z,focus_insight_from_marker,4fa95256-e8e4-4f69-a706-0a05a7967b0c,efb0e23f-b123-4462-9af0-5f465ed9e1ed,suggestion,*Explore Queenstown Housing Options**: Consider both HDB flats and condominiums ,2026-03-25T08:22:29.291Z,7,new,new,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:15.941Z,focus_insight_from_marker,c3676a83-5fd7-4b8b-ad52-7f7b073b9484,89525a41-d5d0-4364-afdf-29d422a46533,action,Design the homepage with an engaging entry point and featured content,2026-03-26T07:55:03.350Z,13,new,new,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,jump_to_chat_marker,,89525a41-d5d0-4364-afdf-29d422a46533,action,Design the homepage with an engaging entry point and featured content,2026-03-26T07:55:03.350Z,24,new,new,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,focus_chat_marker_from_insight,,89525a41-d5d0-4364-afdf-29d422a46533,action,Design the homepage with an engaging entry point and featured content,2026-03-26T07:55:03.350Z,24,new,new,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,jump_to_chat_marker,,e81722e1-c3bd-450b-965a-9ae5cca78c99,document,Context and Objective,2026-03-26T08:04:04.381Z,17,new,archived,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,focus_chat_marker_from_insight,,e81722e1-c3bd-450b-965a-9ae5cca78c99,document,Context and Objective,2026-03-26T08:04:04.381Z,17,new,archived,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,jump_to_chat_marker,,e81722e1-c3bd-450b-965a-9ae5cca78c99,document,Context and Objective,2026-03-26T08:04:04.381Z,17,new,archived,False
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,focus_chat_marker_from_insight,,e81722e1-c3bd-450b-965a-9ae5cca78c99,document,Context and Objective,2026-03-26T08:04:04.381Z,17,new,archived,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:44:42.236Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0,,,,,new,,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0,,,,,new,,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0,,,,,new,,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0,,,,,new,,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:51:10.154Z,jump_to_chat_marker,,0da28f6b-5a8f-4b77-99fc-85f4d3795751,document,Context and Objective,2026-03-26T07:50:47.904Z,22,new,new,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:51:10.154Z,focus_chat_marker_from_insight,,0da28f6b-5a8f-4b77-99fc-85f4d3795751,document,Context and Objective,2026-03-26T07:50:47.904Z,22,new,new,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:54:56.560Z,jump_to_chat_marker,,bd5d192e-9ebb-49e0-a8a3-95bdfc784702,action,Decide on the theme and genre of the short film,2026-03-26T07:53:52.563Z,64,new,accepted,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:54:56.560Z,focus_chat_marker_from_insight,,bd5d192e-9ebb-49e0-a8a3-95bdfc784702,action,Decide on the theme and genre of the short film,2026-03-26T07:53:52.563Z,64,new,accepted,False
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T08:02:27.133Z,focus_insight_from_marker,56b7b49f-71ae-4778-914c-5d9bfc2d452e,5d1e60b2-11bb-4fff-8c7b-ac1f795ae5f5,action,"Develop a detailed storyline for the ""Day in the Life"" theme",2026-03-26T08:00:50.842Z,96,new,accepted,False
4,4/1 val/session-study-team-01-timeline.json,study-team-01,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_ON,AB,2026-03-29T08:19:33.362Z,focus_insight_from_marker,9c6b8ef9-bfbc-4579-a469-03471230d84b,fd487f6f-f150-4d74-ad2f-402859f62751,document,Research Analysis Report: Local Urbanization and Cultural Spaces,2026-03-29T08:05:38.390Z,835,new,new,False
4,4/1 val/session-study-team-01-timeline.json,study-team-01,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_ON,AB,2026-03-29T08:19:53.171Z,focus_insight_from_marker,b6403f16-6c16-4c99-803a-fffc8b8ae8e1,a4d77fc5-cc4e-4e14-9f33-c30702dae0e2,action,Research the impact of new infrastructure on cultural heritage in Singapore,2026-03-29T08:11:28.631Z,505,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:56:42.488Z,jump_to_chat_marker,,ee015144-2713-448a-af42-f605c05dcac9,suggestion,*Develop a Weekly News Aggregation Plan**,2026-03-29T07:56:19.741Z,23,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:56:42.488Z,focus_chat_marker_from_insight,,ee015144-2713-448a-af42-f605c05dcac9,suggestion,*Develop a Weekly News Aggregation Plan**,2026-03-29T07:56:19.741Z,23,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:56:42.488Z,jump_to_chat_marker,,ee015144-2713-448a-af42-f605c05dcac9,suggestion,*Develop a Weekly News Aggregation Plan**,2026-03-29T07:56:19.741Z,23,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:56:42.488Z,focus_chat_marker_from_insight,,ee015144-2713-448a-af42-f605c05dcac9,suggestion,*Develop a Weekly News Aggregation Plan**,2026-03-29T07:56:19.741Z,23,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:04:40.480Z,jump_to_chat_marker,,a6e0ca65-e5d1-49ce-b5d2-5fb318386733,suggestion,*Outline the Research Paper Structure**: Start with a clear introduction that de,2026-03-29T08:03:54.191Z,46,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:04:40.480Z,focus_chat_marker_from_insight,,a6e0ca65-e5d1-49ce-b5d2-5fb318386733,suggestion,*Outline the Research Paper Structure**: Start with a clear introduction that de,2026-03-29T08:03:54.191Z,46,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:04:45.072Z,jump_to_chat_marker,,a6e0ca65-e5d1-49ce-b5d2-5fb318386733,suggestion,*Outline the Research Paper Structure**: Start with a clear introduction that de,2026-03-29T08:03:54.191Z,51,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:04:45.072Z,focus_chat_marker_from_insight,,a6e0ca65-e5d1-49ce-b5d2-5fb318386733,suggestion,*Outline the Research Paper Structure**: Start with a clear introduction that de,2026-03-29T08:03:54.191Z,51,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:05:31.477Z,focus_insight_from_agent_message,60f07a86-c89e-4e9c-a68e-0a83a2aecda9,93c555a1-2a84-473b-adf6-be3fadbff207,document,Context and Objective,2026-03-29T08:05:18.262Z,13,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:05:52.352Z,focus_insight_from_agent_message,60f07a86-c89e-4e9c-a68e-0a83a2aecda9,93c555a1-2a84-473b-adf6-be3fadbff207,document,Context and Objective,2026-03-29T08:05:18.262Z,34,new,new,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:13:50.130Z,jump_to_chat_marker,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,27,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:13:50.130Z,focus_chat_marker_from_insight,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,27,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:05.798Z,focus_insight_from_marker,550ac5fc-05a0-4f96-bb96-287334bda18f,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,43,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:19.339Z,jump_to_chat_marker,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,56,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:19.339Z,focus_chat_marker_from_insight,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,56,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:23.638Z,jump_to_chat_marker,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,61,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:23.638Z,focus_chat_marker_from_insight,,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,61,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:15:30.407Z,focus_insight_from_marker,550ac5fc-05a0-4f96-bb96-287334bda18f,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,127,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:15:30.407Z,focus_insight_from_marker,550ac5fc-05a0-4f96-bb96-287334bda18f,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,127,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:15:30.407Z,focus_insight_from_marker,550ac5fc-05a0-4f96-bb96-287334bda18f,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,127,new,accepted,False
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:15:30.407Z,focus_insight_from_marker,550ac5fc-05a0-4f96-bb96-287334bda18f,0749ba94-9e07-473c-8143-b527c3591330,action,Define specific focus areas for your research paper on cultural identity,2026-03-29T08:13:23.013Z,127,new,accepted,False
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-01,AI_ON,AB,2026-03-29T08:29:32.102Z,focus_insight_from_marker,01bcc84c-7d26-444f-8e38-8eb136c7be26,19394f8c-d02f-43ad-8255-c0763ae96e25,document,Context and Objective,2026-03-29T08:28:49.935Z,42,new,new,False
