session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,event_name,seconds_from_start,minutes_from_start,messages_before,actor_messages_before,sequence_index,participant_seq_index,ai_enabled,panel_visible,panel_source,panel_edit_mode,context_content,draft_source_type,draft_source_id,draft_source_label
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-01,AI_ON,BA,2026-03-19T09:41:15.179Z,draft_context_promoted,558,9.3,1,1,8,8,,,,,,insight,7375bd45-2adf-425c-b815-acf90e68ce2c,"*1. Johor Bahru, Malaysia**"
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:47:14.589Z,task_context_panel_toggled,918,15.3,3,0,9,1,,True,header-edit-button,True,,,,
1,1/4 ai on/session-study-team-04-timeline.json,study-team-04,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-04-02,AI_ON,BA,2026-03-19T09:47:24.189Z,task_context_panel_toggled,927,15.4,3,0,10,2,,False,popover-close,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-01,AI_LIGHT,,2026-03-19T09:53:55.111Z,team_ai_toggle_changed,0,0.0,0,0,1,1,False,,,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:05.657Z,task_context_panel_toggled,551,9.2,0,0,2,1,,True,header-edit-button,True,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:03:33.518Z,task_context_panel_toggled,578,9.6,0,0,3,2,,False,popover-close,,,,,
1,1/5 ai light/session-study-team-05-timeline.json,study-team-05,0f54578d-f9a0-4a58-bfbe-17df9611f2e5,study-user-05-02,AI_LIGHT,,2026-03-19T10:06:44.002Z,draft_context_promoted,769,12.8,16,10,4,3,,,,,,message,4e3e1871-438b-4084-be66-05aa34ec24fc,AI Reply
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:35:58.643Z,task_context_panel_toggled,60884,1014.7,26,26,1,1,,True,header-edit-button,True,,,,
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:36:20.999Z,task_context_saved,60906,1015.1,26,26,2,2,,,,,i need to write a report on environmental change,,,
2,2/1 willson/session-study-team-01-timeline.json,study-team-01,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T07:36:20.999Z,task_context_panel_toggled,60906,1015.1,26,26,3,3,,False,popover-close,,,,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:35:54.571Z,task_context_panel_toggled,707,11.8,4,4,1,1,,True,header-edit-button,True,,,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:36:52.982Z,task_context_saved,766,12.8,4,4,2,2,,,,,"i need to work on a school project. i have to decide on a theme (technology, environmental change, or cultural identity), design a research study, and draft the introduction of the study.",,,
2,2/2 aly/session-study-team-02-timeline.json,study-team-02,session-1774423145554-io7twprp,study-user-02,AI_ON,AB,2026-03-25T07:36:53.282Z,task_context_panel_toggled,766,12.8,4,4,3,3,,False,popover-close,,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:14:08.685Z,task_context_panel_toggled,63179,1053.0,0,0,1,1,,True,header-edit-button,True,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:18.549Z,task_context_saved,63249,1054.2,0,0,2,2,,,,,we are finding a flat to share. monthly budget is $4000 and we need to move in within 6 weeks. we need to find our top 2 areas to live in singapore and three non negotiable criteria in finding a flat,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:15:18.549Z,task_context_panel_toggled,63249,1054.2,0,0,3,3,,False,popover-close,,,,,
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:46.411Z,draft_context_promoted,63516,1058.6,22,2,4,1,,,,,,message,97de7756-c184-45e6-85ea-9994a9a1becb,Study Participant 02
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_ON,AB,2026-03-25T08:19:57.472Z,draft_context_promoted,63527,1058.8,24,3,5,2,,,,,,message,fcfba9d4-24bd-44e4-b333-1e24cc50bb90,Study Participant 02
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:22:44.560Z,draft_context_promoted,63695,1061.6,40,24,6,4,,,,,,message,5aaad7b6-ef7b-4132-a549-6b5553f9d99c,AI Reply
2,2/4 ai on/session-study-team-04-timeline.json,study-team-04,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_ON,AB,2026-03-25T08:23:06.283Z,draft_context_promoted,63716,1061.9,41,25,7,5,,,,,,message,54f5c616-3861-40fc-b64d-c1b268b8f598,AI Reply
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:34:45.210Z,task_context_panel_toggled,64411,1073.5,1,0,1,1,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:34:45.210Z,task_context_panel_toggled,64411,1073.5,1,0,2,2,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:03.390Z,task_context_panel_toggled,64429,1073.8,6,1,3,3,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:12.499Z,task_context_saved,64438,1074.0,8,2,4,4,,,,,3 friends want to plan a trip. Help.,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:35:12.499Z,task_context_panel_toggled,64438,1074.0,8,2,5,5,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:36:50.900Z,draft_context_promoted,64536,1075.6,18,8,6,1,,,,,,message,4e8ce333-ae28-49a6-a3fc-9af73c95bb6a,AI Reply
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:39:58.924Z,task_context_panel_toggled,64724,1078.7,32,10,7,6,,True,header-edit-button,True,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:40:04.703Z,task_context_saved,64730,1078.8,33,10,8,7,,,,,3 friends want to plan a 2-day weekend trip. Help.,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-01,AI_LIGHT,BA,2026-03-25T08:40:04.703Z,task_context_panel_toggled,64730,1078.8,33,10,9,8,,False,popover-close,,,,,
2,2/5 ai light/session-study-team-05-timeline.json,study-team-05,bcc50e9e-16fe-41e4-83a9-427dc9fea108,study-user-02,AI_LIGHT,BA,2026-03-25T08:43:40.600Z,draft_context_promoted,64946,1082.4,57,24,10,2,,,,,,message,fc782e08-93de-400f-b20e-122af9c309f4,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:50:22.051Z,draft_context_promoted,369,6.2,0,0,1,1,,,,,,message,d8f645c4-a83f-4462-afe7-4d5c1f30fb80,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:50:43.228Z,draft_context_promoted,390,6.5,0,0,2,2,,,,,,message,d8f645c4-a83f-4462-afe7-4d5c1f30fb80,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:51:00.789Z,draft_context_promoted,408,6.8,1,1,3,3,,,,,,message,8fba8561-0953-49f3-a64d-2bfaac6252e5,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:53:48.383Z,draft_context_promoted,576,9.6,3,3,4,4,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:53:53.689Z,draft_context_promoted,581,9.7,3,3,5,5,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:54:01.376Z,draft_context_promoted,589,9.8,3,3,6,6,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:54:16.559Z,draft_context_promoted,604,10.1,3,3,7,7,,,,,,message,a6aadd17-4671-45e6-91f0-704906929d2b,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:15.941Z,draft_context_promoted,663,11.1,5,5,8,8,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,675,11.2,5,5,9,9,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,675,11.2,5,5,10,10,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:27.559Z,draft_context_promoted,675,11.2,5,5,11,11,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:31.782Z,draft_context_promoted,679,11.3,5,5,12,12,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:55:36.807Z,draft_context_promoted,684,11.4,5,5,13,13,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:30.888Z,draft_context_promoted,798,13.3,6,6,14,14,,,,,,message,6967bb3d-16d3-43db-a5e6-948595a0bda3,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:37.653Z,draft_context_promoted,805,13.4,6,6,15,15,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:43.361Z,draft_context_promoted,811,13.5,6,6,16,16,,,,,,message,6967bb3d-16d3-43db-a5e6-948595a0bda3,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:57:43.361Z,draft_context_promoted,811,13.5,6,6,17,17,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:04.613Z,draft_context_promoted,832,13.9,6,6,18,18,,,,,,message,7374b0d0-8e59-45d9-b59f-fe10ee7741e6,AI Reply
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:14.582Z,draft_context_promoted,842,14.0,6,6,19,19,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T07:58:36.723Z,draft_context_promoted,864,14.4,6,6,20,20,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:00:04.104Z,draft_context_promoted,951,15.8,7,7,21,21,,,,,,insight,89525a41-d5d0-4364-afdf-29d422a46533,Design the homepage with an engaging entry point and featured content
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:01:50.564Z,team_ai_toggle_changed,1058,17.6,9,9,22,22,False,,,,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:01:55.347Z,team_ai_toggle_changed,1063,17.7,10,10,23,23,True,,,,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:02:28.443Z,task_context_panel_toggled,1096,18.3,10,10,24,24,,True,header-edit-button,True,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:26.225Z,task_context_panel_toggled,1153,19.2,10,10,25,25,,True,header-edit-button,True,,,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:40.729Z,task_context_saved,1168,19.5,10,10,26,26,,,,,"I am doing a school project researching on cinema in 2020s
",,,
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:03:40.758Z,task_context_panel_toggled,1168,19.5,10,10,27,27,,False,popover-close,,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:48:22.273Z,task_context_panel_toggled,286,4.8,0,0,1,1,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:48:22.273Z,task_context_panel_toggled,286,4.8,0,0,2,2,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:01.860Z,task_context_panel_toggled,386,6.4,0,0,3,3,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:23.960Z,task_context_saved,408,6.8,0,0,4,4,,,,,Make a short-film for a school project.,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:50:28.673Z,task_context_panel_toggled,413,6.9,0,0,5,5,,False,popover-close,,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:55:11.933Z,task_context_panel_toggled,696,11.6,3,3,6,6,,True,header-edit-button,True,,,,
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:55:25.008Z,task_context_panel_toggled,709,11.8,3,3,7,7,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:19.911Z,team_ai_toggle_changed,42,0.7,0,0,1,1,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:19.911Z,team_ai_toggle_changed,42,0.7,0,0,2,2,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:24.677Z,team_ai_toggle_changed,47,0.8,0,0,3,3,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:34.097Z,team_ai_toggle_changed,56,0.9,0,0,4,4,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-02,AI_ON,AB,2026-03-26T08:07:42.105Z,team_ai_toggle_changed,64,1.1,1,0,5,1,False,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-02,AI_ON,AB,2026-03-26T08:07:42.105Z,team_ai_toggle_changed,64,1.1,1,0,6,2,True,,,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:50.693Z,task_context_panel_toggled,73,1.2,1,1,7,5,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:07:59.914Z,task_context_panel_toggled,82,1.4,3,2,8,6,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:11.359Z,task_context_panel_toggled,94,1.6,4,3,9,7,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:22.209Z,task_context_panel_toggled,104,1.7,4,3,10,8,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:26.618Z,task_context_panel_toggled,109,1.8,5,3,11,9,,True,header-edit-button,True,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:46.038Z,task_context_saved,128,2.1,6,3,12,10,,,,,We are creating a short-film creation project for University level course.,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:08:53.989Z,task_context_panel_toggled,136,2.3,6,3,13,11,,False,popover-close,,,,,
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:10:24.006Z,draft_context_promoted,226,3.8,12,7,14,12,,,,,,insight,fddc0da8-11a9-43d4-aa06-d645335bd1e7,Context and Objective
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:12:17.056Z,draft_context_promoted,339,5.7,18,11,15,13,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:13:15.404Z,draft_context_promoted,398,6.6,19,11,16,14,,,,,,message,371beb08-a383-4b06-952b-c91e612a053b,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:14:31.782Z,draft_context_promoted,474,7.9,22,13,17,15,,,,,,message,684de9d5-8b1e-4713-abde-d9d2949c8091,AI Reply
