session_num,file_key,team_id,condition,run_order,insight_id,insight_type,insight_title,insight_created_at,final_status,tags,has_related_messages,related_message_count,generated_by,status_transitions
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,d7bd6400-5b4b-4a93-bcad-1d6baacfab86,document,"1. Johor Bahru, Malaysia",2026-03-19T09:43:32.822Z,new,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,7375bd45-2adf-425c-b815-acf90e68ce2c,suggestion,"*1. Johor Bahru, Malaysia**",2026-03-19T09:40:23.602Z,new,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-11-20']",True,1,auto,
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,67422290-e389-4ea9-a3e0-fa61646ff0a6,document,Context and Objective,2026-03-19T09:40:10.934Z,dismissed,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,2026-03-19T09:40:20:new->dismissed
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,30608ec9-1c74-41c4-8690-0a0b15b08a86,document,Context and Objective,2026-03-19T09:39:18.547Z,dismissed,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,2026-03-19T09:40:10:new->dismissed
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,824571a7-377c-46ff-9d48-8b63e88e7b58,suggestion,"*Visit Johor Bahru, Malaysia**",2026-03-19T09:38:37.940Z,dismissed,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-11-20']",True,1,auto,2026-03-19T09:38:56:new->dismissed
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,e43a10dd-70a3-4a70-82d7-d3acad62707a,suggestion,Demo: Help Card,2026-03-18T18:51:02.000Z,new,"['onboarding', 'demo', 'suggestion']",False,0,,
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,9a71d67d-b260-4947-b680-381a64f70497,action,Demo: Action Item,2026-03-18T18:51:01.994Z,new,"['onboarding', 'demo', 'action']",False,0,,
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,0c9cd77a-7302-4e17-99f9-0bbb35b6c4da,document,Demo: Research,2026-03-18T18:51:01.988Z,new,"['onboarding', 'demo', 'document']",False,0,,
1,1/4 ai on/session-study-team-04.json,study-team-04,AI_ON,BA,9267a591-899e-4e44-a855-55d624a76078,summary,Demo: Conversation Snapshot,2026-03-18T18:51:01.983Z,new,"['onboarding', 'demo', 'summary']",False,0,,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,ad3f5bca-212c-41f8-9ac5-dc49272bb88e,summary,Key Discussion Points,2026-03-25T08:07:02.630Z,new,"['auto-generated', 'summary', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,0577183e-226c-424c-b804-773bf7d7428e,summary,Key Discussion Points,2026-03-25T08:06:39.182Z,new,"['auto-generated', 'summary', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,96ab0137-159a-4b3e-aefd-7cd87956b5c6,document,Context and Objective,2026-03-25T08:06:12.920Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,2ee6aebc-2a84-40fb-b4db-c7f5b550de31,suggestion,*Explore Local Hawker Centers**,2026-03-25T07:30:03.493Z,new,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,2e71fcc8-28ba-470a-bfd9-019e2e42ec27,action,Check today's weather in Singapore,2026-03-25T07:27:59.571Z,new,"['auto-generated', 'action', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,382be21e-2249-4335-8102-fcac89ebdb42,document,Context and Objective,2026-03-25T07:26:55.837Z,new,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/1 willson/session-study-team-01.json,study-team-01,AI_ON,AB,bb21b3b9-d2f2-45df-891e-a1b65db010fd,suggestion,Quick Start Help,2026-03-24T14:39:17.637Z,new,"['onboarding', 'help', 'solo']",False,0,,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,4c50944b-21c1-4277-8527-2a8e0fa662ff,document,Context and Objective,2026-03-25T08:05:31.261Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,6c75aae0-a671-4d4d-9321-8c29cf6ff3a6,document,Context and Objective,2026-03-25T08:04:40.763Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,31f5a2b9-0420-4b87-b3e6-0a1c5ea37734,document,Research Analysis Report: Cultural Issues in Singapore Related to Identity,2026-03-25T07:37:12.829Z,new,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,ad478281-4e63-445e-87ac-0423cf85630f,suggestion,"*Clarify the Purpose of ""Actions""**: Explain that ""Actions"" is a panel where key tasks,...",2026-03-25T07:27:21.126Z,new,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,542cc6b6-3272-456a-944a-c8bbaca140ad,action,Research how to run an independent samples t-test and provide a step-by-step guide,2026-03-25T07:26:19.516Z,new,"['auto-generated', 'action', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,15828b73-4646-4ac1-bace-e6c5e0767da4,document,Research Analysis Report: Independent Samples t-Test,2026-03-25T07:25:29.045Z,new,"['auto-generated', 'research', 'gpt-4o-2024-11-20']",True,1,auto,
2,2/2 aly/session-study-team-02.json,study-team-02,AI_ON,AB,880767c8-7487-4c74-8389-ac65aa029136,suggestion,Quick Start Help,2026-03-24T14:39:17.667Z,new,"['onboarding', 'help', 'solo']",False,0,,
2,2/3 roys/session-study-team-03.json,study-team-03,AI_ON,AB,8f54ec71-9347-4673-9162-2724af54d829,document,Context and Objective,2026-03-25T08:08:18.193Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/3 roys/session-study-team-03.json,study-team-03,AI_ON,AB,81fa1e3e-ae49-499b-bc9e-4fe9abfe4245,document,Context and Objective,2026-03-25T08:05:15.592Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/3 roys/session-study-team-03.json,study-team-03,AI_ON,AB,09120593-e06d-489c-8ce9-e04ca4c1ae63,suggestion,Quick Start Help,2026-03-24T14:39:17.693Z,new,"['onboarding', 'help', 'solo']",False,0,,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,efb0e23f-b123-4462-9af0-5f465ed9e1ed,suggestion,*Explore Queenstown Housing Options**: Consider both HDB flats and condominiums in Queenstown....,2026-03-25T08:22:29.291Z,new,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,2813daf6-b4da-4ad5-86bf-9ef6cab187d9,document,Context and Objective,2026-03-25T08:21:36.062Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,53da09bc-dfae-498b-83d8-3667dd317687,action,Explore rental listings in Bugis to find options within the $4000 budget,2026-03-25T08:20:55.536Z,new,"['auto-generated', 'action', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,c8105164-7d9c-421d-954c-325d52736c22,document,Context and Objective,2026-03-25T08:20:28.600Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,bdfb6168-1192-47b6-88c6-3c78cc27db83,summary,Key Discussion Points,2026-03-25T08:17:06.786Z,new,"['auto-generated', 'summary', 'gpt-4o-2024-08-06']",True,1,auto,
2,2/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,1d1a6f97-7bbb-4b5a-83aa-fb5ef2f76a37,summary,Key Discussion Points,2026-03-25T08:16:48.517Z,new,"['auto-generated', 'summary', 'gpt-4o-2024-08-06']",True,1,auto,
3,3/1 aung/session-study-team-01.json,study-team-01,AI_ON,AB,e81722e1-c3bd-450b-965a-9ae5cca78c99,document,Context and Objective,2026-03-26T08:04:04.381Z,archived,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,2026-03-26T08:04:21:new->accepted; 2026-03-26T08:06:25:accepted->archived
3,3/1 aung/session-study-team-01.json,study-team-01,AI_ON,AB,4dae1fd3-29f0-499f-be4a-3a8e662ee901,suggestion,*Start with Wireframing**: Use a tool like Figma or Adobe XD to create a wireframe of your...,2026-03-26T08:01:08.080Z,dismissed,"['auto-generated', 'help', 'suggestion', 'gpt-4o-2024-08-06']",True,1,auto,2026-03-26T08:04:27:new->dismissed
3,3/1 aung/session-study-team-01.json,study-team-01,AI_ON,AB,89525a41-d5d0-4364-afdf-29d422a46533,action,Design the homepage with an engaging entry point and featured content,2026-03-26T07:55:03.350Z,new,"['auto-generated', 'action', 'gpt-4o-2024-08-06']",True,1,auto,
3,3/1 aung/session-study-team-01.json,study-team-01,AI_ON,AB,7ea9f579-27c2-4e5f-b2b1-aa907fc123b3,suggestion,Quick Start Help,2026-03-25T18:51:04.898Z,accepted,"['onboarding', 'help', 'solo']",False,0,,2026-03-26T07:54:43:new->accepted
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,5d1e60b2-11bb-4fff-8c7b-ac1f795ae5f5,action,"Develop a detailed storyline for the ""Day in the Life"" theme",2026-03-26T08:00:50.842Z,accepted,"['auto-generated', 'action', 'gpt-4o-2024-08-06']",True,1,auto,2026-03-26T08:01:06:new->accepted
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,c73a8b46-c80b-4e32-b45c-ad6c875db016,summary,Key Discussion Points,2026-03-26T08:00:04.065Z,new,"['auto-generated', 'summary', 'gpt-4o-2024-08-06']",True,1,auto,
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,fa8107fe-b0f9-476b-8b00-399183b8ee0b,document,Context and Objective,2026-03-26T07:59:11.216Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,bd5d192e-9ebb-49e0-a8a3-95bdfc784702,action,Decide on the theme and genre of the short film,2026-03-26T07:53:52.563Z,accepted,"['auto-generated', 'action', 'gpt-4o-2024-08-06']",True,1,auto,2026-03-26T07:54:09:new->accepted
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,0da28f6b-5a8f-4b77-99fc-85f4d3795751,document,Context and Objective,2026-03-26T07:50:47.904Z,new,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,
3,3/2 shanyl/session-study-team-02.json,study-team-02,AI_ON,AB,2d335d7e-9209-4812-8083-6d1239a132d0,suggestion,Quick Start Help,2026-03-25T18:51:04.927Z,new,"['onboarding', 'help', 'solo']",False,0,,2026-03-26T07:44:37:new->accepted; 2026-03-26T07:44:48:accepted->archived; 2026-03-26T07:45:24:archived->new
3,3/4 ai on/session-study-team-04.json,study-team-04,AI_ON,AB,fddc0da8-11a9-43d4-aa06-d645335bd1e7,document,Context and Objective,2026-03-26T08:10:06.055Z,accepted,"['auto-generated', 'research', 'gpt-4o-2024-08-06']",True,1,auto,2026-03-26T08:10:19:new->accepted
